Symbol,ATM Straddle %,Open,High,Low,Close,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Exported data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Price,Price Chg%,Fut OI,Fut OI Chg,Fut OI Chg %,PCR,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Sector Name,Adv/ Dec/ Unchg,Price chg (%),Volume chg (%),OI chg (%),Rollover (%),Buildup,Tol CE OI Chg,Tol PE OI Chg,Tol PE-CE OI Chg,Tol PE-CE OI Chg %,Price chg,OI,OI chg,OI Chg (Value),Volume,Volume Chg (%)
GODREJPROP,7.31,2124.0,2124.0,2100.2,2105.2,-8.2,-0.39,1.78,5.05,78.0,0.34,0.0,0.0,21.0,0.39,17.0,0.44,-4,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRASIM,4.9,3115.0,3118.2,3097.5,3118.0,13.3,0.43,1.12,4.91,15.0,0.03,0.0,0.0,-3.0,-0.07,-2.0,-0.08,1,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVT&D,10.6,4350.0,4360.0,4284.6,4285.0,-38,-0.88,2.3,4.45,59.0,0.26,0.0,0.0,24.0,0.49,31.0,0.56,7,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAL,5.6,4675.5,4700.0,4667.1,4672.2,16.8,0.36,1.07,3.93,25.0,0.07,0.0,0.0,-59.0,-0.46,4.0,0.04,63,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAVELLS,4.94,1269.9,1274.9,1265.0,1273.0,9.6,0.76,0.62,2.57,-36.0,-0.19,0.0,0.0,-37.0,-0.89,-18.0,-0.66,19,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCLTECH,5.5,1356.4,1360.2,1348.8,1353.0,5.5,0.41,1.03,3.82,94.0,0.14,0.0,0.0,20.0,0.13,-14.0,-0.13,-34,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCAMC,5.38,2650.0,2650.0,2627.0,2627.0,0,0,0.69,2.65,28.0,0.14,0.0,0.0,42.0,0.92,-1.0,-0.03,-43,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCBANK,4.31,753.95,756.9,753.25,754.0,2,0.27,0.89,4.25,556.0,0.12,0.0,0.0,949.0,0.59,101.0,0.12,-848,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCLIFE,4.24,554.8,555.8,552.8,553.45,2.05,0.37,0.18,0.84,186.0,0.45,0.0,0.0,-22.0,-0.13,-2.0,-0.02,20,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEROMOTOCO,6.04,5449.0,5463.5,5401.5,5452.5,51.3,0.95,1.57,5.52,187.0,0.61,0.01,1.16,-247.0,-2.39,-36.0,-0.41,211,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINDALCO,6.4,989.0,994.4,984.4,988.0,8.6,0.88,1.43,4.7,252.0,0.34,0.0,0.0,-51.0,-0.34,-5.0,-0.04,46,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINDPETRO,5.64,398.95,400.8,396.7,399.6,7.8,1.99,1.65,6.12,-29.0,-0.13,0.01,1.32,-24.0,-0.49,-14.0,-0.37,10,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINDUNILVR,3.54,2115.0,2125.9,2112.1,2116.8,10.7,0.51,0.12,0.69,51.0,0.1,0.01,1.85,-511.0,-1.4,-40.0,-0.2,471,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINDZINC,5.27,544.0,547.75,544.0,545.3,4,0.74,0.82,3.18,-18.0,-0.08,0.0,0.0,-47.0,-0.46,25.0,0.36,72,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYUNDAI,5.73,2209.8,2230.1,2195.1,2228.4,64.2,2.97,1.41,5.09,127.0,0.86,0.08,7.92,-538.0,-6.21,133.0,1.52,671,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICIBANK,3.48,1439.7,1442.9,1437.5,1441.6,11.3,0.79,0.03,0.17,-226.0,-0.15,0.02,2.94,-561.0,-2.08,233.0,1.27,794,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICIGI,5.56,1647.4,1653.9,1645.7,1652.7,20,1.22,0.64,2.68,90.0,0.57,0.02,2.63,-126.0,-3.15,2.0,0.07,128,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICIPRULI,4.86,518.9,521.5,517.0,519.95,2.8,0.54,1.42,6.03,10.0,0.05,0.02,2.86,-49.0,-1.7,2.0,0.1,51,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDEA,7.47,13.12,13.15,13.07,13.13,0.06,0.46,0.95,2.59,5.0,0.01,0.0,0.0,70.0,0.48,21.0,0.23,-49,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDFCFIRSTB,5.12,85.17,85.4,85.01,85.4,0.54,0.64,0.7,2.8,-4.0,-0.01,0.0,0.0,7.0,0.06,3.0,0.04,-4,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEX,6.16,133.52,133.85,133.1,133.46,0.54,0.41,2.32,8.02,15.0,0.09,-0.01,-1.3,26.0,0.56,10.0,0.28,-16,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDHOTEL,4.46,745.0,748.0,742.5,747.0,5.5,0.74,0.95,4.47,30.0,0.14,0.01,1.54,-26.0,-0.65,10.0,0.39,36,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIANB,6.15,846.9,846.9,842.0,844.6,5.6,0.67,2.03,7.27,2.0,0.02,0.01,1.02,-13.0,-0.41,13.0,0.41,26,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIGO,5.37,5340.0,5398.0,5302.0,5340.0,148.5,2.86,1.81,7.03,67.0,0.19,-0.01,-1.54,775.0,5.5,280.0,3.05,-495,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSINDBK,4.98,1017.9,1018.8,1013.6,1018.3,8.05,0.8,1.35,5.63,1.0,0.0,0.0,0.0,14.0,0.14,-19.0,-0.34,-33,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTOWER,4.59,394.0,397.3,394.0,394.85,1.55,0.39,1.93,8.89,-2.0,0.0,-0.01,-1.45,120.0,1.11,-3.0,-0.04,-123,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFY,6.1,1152.6,1154.8,1140.2,1145.0,13.1,1.16,0.2,0.65,2.0,0.0,0.0,0.0,64.0,0.09,163.0,0.23,99,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INOXWIND,8.93,79.0,81.4,78.68,81.18,2.68,3.41,3.56,8.41,-48.0,-0.29,0.01,1.37,-47.0,-0.98,-26.0,-0.74,21,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOC,4.73,142.34,144.75,142.16,144.39,4.79,3.43,0.55,2.29,-33.0,-0.11,-0.01,-1.14,-134.0,-1.82,-231.0,-3.56,-97,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IREDA,7.29,118.78,120.2,118.39,120.0,2.52,2.15,2.09,5.99,-89.0,-0.61,-0.01,-0.98,10.0,0.21,-7.0,-0.14,-17,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRFC,5.48,89.2,90.3,89.2,90.17,1.11,1.25,0.88,3.27,-44.0,-0.28,0.01,1.49,-262.0,-2.09,-46.0,-0.55,216,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITC,3.41,283.5,290.9,283.5,289.8,8,2.84,-4.09,-18.48,-774.0,-0.84,0.04,6.06,-2223.0,-4.67,233.0,0.74,2456,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSTEL,4.83,1127.0,1134.0,1120.5,1123.0,16.4,1.48,1.01,4.39,216.0,1.06,-0.03,-3.3,169.0,3.22,-10.0,-0.21,-179,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIOFIN,5.88,259.45,261.4,258.15,258.45,1.11,0.43,1.45,5.11,325.0,0.43,-0.01,-1.52,593.0,1.98,12.0,0.06,-581,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSWENERGY,5.5,563.5,563.5,560.05,562.9,5.45,0.98,1.32,5.5,-22.0,-0.09,0.01,1.01,-64.0,-1.21,-18.0,-0.34,46,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSWSTEEL,4.46,1281.2,1300.9,1281.2,1287.6,10.5,0.82,1.34,6.33,12.0,0.02,0.01,1.27,-72.0,-1.45,-11.0,-0.28,61,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUBLFOOD,6.58,440.7,445.9,440.15,444.45,7.1,1.62,1.89,6.01,-15.0,-0.11,0.01,1.09,-67.0,-1.67,-10.0,-0.27,57,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALYANKJIL,11.21,619.0,622.15,613.05,621.0,7.2,1.17,3.62,6.69,-101.0,-0.57,-0.03,-2.36,316.0,2.46,-9.0,-0.06,-325,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAYNES,11.79,3829.0,3846.7,3780.0,3804.0,-17.4,-0.46,3.1,5.46,61.0,0.24,-0.01,-1.43,73.0,0.72,-34.0,-0.48,-107,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEI,7.89,5037.6,5037.6,4983.7,5007.0,-6,-0.12,2.12,5.52,29.0,0.26,0.0,0.0,14.0,0.65,15.0,0.74,1,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFINTECH,7.07,943.7,943.7,932.35,932.35,0.4,0.04,2.12,6.23,15.0,0.23,-0.01,-1.69,46.0,1.04,8.0,0.31,-38,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOTAKBANK,3.63,392.95,396.2,392.9,393.55,2.35,0.6,0.07,0.38,9.0,0.01,0.0,0.0,-126.0,-0.77,9.0,0.09,135,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPITTECH,7.4,598.5,604.0,594.25,598.0,4.1,0.69,0.94,2.56,-62.0,-0.34,0.01,1.89,-213.0,-0.9,-66.0,-0.52,147,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAURUSLABS,5.59,1821.9,1821.9,1789.2,1808.0,-4.9,-0.27,1.57,5.99,46.0,0.24,-0.02,-2.2,96.0,0.75,-132.0,-1.14,-228,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICHSGFIN,4.81,515.55,517.95,514.7,515.8,0.35,0.07,1.2,5.27,89.0,0.31,-0.01,-1.54,133.0,1.26,14.0,0.21,-119,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICI,5.48,426.3,427.95,426.1,427.2,4.1,0.97,1.55,5.94,-12.0,-0.09,0.0,0.0,-30.0,-0.36,-23.0,-0.42,7,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,7.41,1237.0,1244.8,1232.0,1232.9,-3.6,-0.29,2.31,6.55,35.0,0.18,0.0,0.0,28.0,0.37,-6.0,-0.11,-34,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,3.61,3981.4,3999.0,3969.3,3994.5,40.2,1.02,-0.1,-0.54,4.0,0.01,0.03,3.8,-1094.0,-3.37,-15.0,-0.06,1079,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTF,6.6,315.0,319.8,315.0,319.35,7.5,2.41,0.52,1.58,64.0,0.29,0.02,2.9,-275.0,-3.77,-50.0,-1.0,225,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTM,6.58,4400.0,4458.4,4400.0,4418.4,37.8,0.86,1.24,3.84,-2.0,-0.01,0.0,0.0,-32.0,-0.69,-4.0,-0.1,28,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,5.52,2444.0,2445.0,2418.5,2419.5,-9.3,-0.38,0.95,3.55,37.0,0.26,-0.02,-2.82,134.0,2.65,9.0,0.25,-125,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,4.83,3460.0,3464.6,3420.3,3431.9,29.5,0.87,1.46,6.39,195.0,0.31,0.0,0.0,-14.0,-0.05,42.0,0.19,56,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAPPURAM,7.87,366.6,370.95,358.6,369.1,-4.4,-1.18,2.58,7.05,340.0,1.91,0.0,0.0,51.0,1.53,36.0,1.73,-15,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANKIND,5.77,2465.7,2471.3,2449.8,2452.0,-13.7,-0.56,0.6,2.11,38.0,0.28,-0.01,-2.0,128.0,1.71,-1.0,-0.03,-129,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICO,5.46,866.6,880.25,866.6,873.6,-1.65,-0.19,1.36,5.25,52.0,0.4,-0.01,-1.45,37.0,0.83,-8.0,-0.26,-45,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARUTI,4.66,14295.0,14323.0,14072.0,14100.0,-26,-0.18,-4.32,-15.26,1035.0,2.5,0.0,0.0,-117.0,-0.35,-173.0,-0.76,-56,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAXHEALTH,5.48,1119.5,1119.5,1110.0,1110.0,6,0.54,1.04,3.84,81.0,0.44,0.01,1.35,-48.0,-1.39,12.0,0.47,60,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAZDOCK,6.66,2400.0,2415.0,2395.0,2406.8,19.4,0.81,1.01,3.05,-14.0,-0.06,0.01,1.54,-167.0,-2.06,-39.0,-0.74,128,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCX,8.05,2722.0,2722.0,2662.8,2669.8,-33.3,-1.23,3.07,8.08,201.0,0.63,-0.02,-2.33,338.0,2.22,14.0,0.11,-324,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFSL,6.69,1520.0,1522.3,1518.0,1521.1,14,0.93,0.85,2.72,3.0,0.01,0.0,0.0,-10.0,-0.62,-8.0,-0.7,2,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDCPNIFTY,2.66,14887.0,14889.95,14827.45,14876.0,59.45,0.4,0.53,3.95,30.0,0.19,0.0,0.0,309.0,1.07,387.0,1.27,78,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTHERSON,7.5,153.0,154.09,152.46,153.67,2.07,1.37,2.11,5.85,51.0,0.25,-0.02,-3.12,152.0,2.76,4.0,0.11,-148,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTILALOFS,6.63,860.0,863.0,856.65,860.9,4.25,0.5,2.39,7.9,8.0,0.09,-0.01,-1.59,20.0,0.55,1.0,0.04,-19,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPHASIS,7.14,2352.4,2376.3,2343.9,2347.5,6.2,0.26,0.08,0.23,30.0,0.21,0.01,1.39,-109.0,-2.28,-18.0,-0.53,91,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUTHOOTFIN,7.15,2831.0,2927.6,2824.8,2827.0,-311.6,-9.93,-1.44,-3.79,1429.0,5.36,0.02,3.13,2560.0,31.28,1799.0,34.28,-761,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM-INDIA,6.06,1173.6,1173.6,1154.0,1164.4,5.4,0.47,0.03,0.1,9.0,0.08,0.0,0.0,-4.0,-0.34,0.0,0.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATIONALUM,7.18,359.0,361.7,353.75,355.0,4.1,1.17,1.85,5.38,143.0,0.58,-0.06,-7.32,762.0,9.0,62.0,0.9,-700,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAUKRI,6.94,1242.8,1248.9,1238.3,1242.3,13.5,1.1,1.4,4.1,-6.0,-0.02,-0.01,-1.79,-14.0,-0.33,-22.0,-0.92,-8,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBCC,7.6,95.65,96.0,95.5,95.94,0.79,0.83,2.14,6.22,1.0,0.01,0.0,0.0,-3.0,-0.09,3.0,0.18,6,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NESTLEIND,4.26,1518.7,1518.7,1506.1,1517.9,6.1,0.4,1.1,5.27,19.0,0.11,0.01,1.79,11.0,0.13,23.0,0.48,12,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,5.46,79.34,79.85,78.56,79.72,0.86,1.09,1.79,6.83,-4.0,-0.02,0.02,2.6,41.0,0.9,104.0,2.93,63,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY,0.54,24601.5,24635.0,24580.5,24618.9,166.3,0.68,-0.03,-0.29,1437.0,0.74,0.02,1.75,-9220.0,-1.41,1715.0,0.23,10935,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYNXT50,3.3,73920.8,74120.8,73920.8,74037.6,400.6,0.54,-15.03,-44.65,0.0,0.0,-0.05,-2.86,0.0,0.0,-3.0,-2.8,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMDC,5.4,85.4,86.0,85.37,85.49,0.19,0.22,1.4,5.35,10.0,0.02,0.0,0.0,-1.0,-0.02,14.0,0.29,15,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTPC,3.68,348.1,349.8,348.05,349.8,1.75,0.5,0.88,5,9.0,0.01,0.0,0.0,93.0,0.58,65.0,0.56,-28,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYKAA,6.87,336.4,339.6,334.75,339.15,4.5,1.34,1.71,5.16,116.0,0.81,0.02,3.13,-31.0,-1.72,16.0,1.39,47,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-03.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
